ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
125	Mouse	mmu_circ_0005768	circRNA	oxygen	retinopathy of prematurity (ROP)	retinas tissue	"For OIR model construction, 7-day-old mice and their nursing mothers were maintained in 75% oxygen for 5 continuous days. On postnatal day (P) 12, the pups were returned to normoxic air and kept with their mothers for another 5 days. treatment"	predicted to be ceRNAs that regulate angiogenesis-associated coding genes in ROP by competing with let-7k	31452702
126	Mouse	mmu_circ_0007799	circRNA	oxygen	retinopathy of prematurity (ROP)	retinas tissue	"For OIR model construction, 7-day-old mice and their nursing mothers were maintained in 75% oxygen for 5 continuous days. On postnatal day (P) 12, the pups were returned to normoxic air and kept with their mothers for another 5 days. treatment"	predicted to be ceRNAs that regulate angiogenesis-associated coding genes in ROP by competing with miR-5128	31452702
127	Mouse	mmu_circ_0008737	circRNA	oxygen	retinopathy of prematurity (ROP)	retinas tissue	"For OIR model construction, 7-day-old mice and their nursing mothers were maintained in 75% oxygen for 5 continuous days. On postnatal day (P) 12, the pups were returned to normoxic air and kept with their mothers for another 5 days. treatment"	predicted to be ceRNAs that regulate angiogenesis-associated coding genes in ROP by competing with let-7k	31452702
128	Mouse	mmu_circ_001007	circRNA	ischemia/reperfusion (I/R) 	myocardial ischemia/reperfusion (I/R) injury (MIRI)	cardiac extracellular vesicles (EVs)	ischemia/reperfusion (I/R) treatment	dysregulated	31466885
129	Mouse	mmu_circ_0012530	circRNA	TGF-¦Â1	cardiac fibrosis	cardiac fibroblasts	TGF-¦Â5 treatment	downregulated	32062386
130	Mouse	mmu_circ_001265	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	downregulated	30614051
131	Mouse	mmu_circ_0012698	circRNA	oxygen	retinopathy of prematurity (ROP)	retinas tissue	"For OIR model construction, 7-day-old mice and their nursing mothers were maintained in 75% oxygen for 5 continuous days. On postnatal day (P) 12, the pups were returned to normoxic air and kept with their mothers for another 5 days. treatment"	predicted to be ceRNAs that regulate angiogenesis-associated coding genes in ROP by competing with miR-203-3p	31452702
132	Mouse	mmu_circ_0013321	circRNA	"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)"	parkinson's disease (PD)	Parkinson's disease (PD) group	"1-methyl-4-phenyl-1,2,3,6- tetrahydropyridine (MPTP) treatment"	downregulated	32344560
133	Mouse	mmu_circ_0013414	circRNA	oxygen	retinopathy of prematurity (ROP)	retinas tissue	"For OIR model construction, 7-day-old mice and their nursing mothers were maintained in 75% oxygen for 5 continuous days. On postnatal day (P) 12, the pups were returned to normoxic air and kept with their mothers for another 5 days. treatment"	predicted to be ceRNAs that regulate angiogenesis-associated coding genes in ROP by competing with miR-203-3p	31452702
134	Mouse	mmu_circ_001489	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
135	Mouse	mmu_circ_001741	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	upregulated	31240833
136	Mouse	mmu_circ_0019157	circRNA	Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV) infection	brain tissues; BV2 cells	Japanese encephalitis virus (JEV) infection	upregulated	32552669
137	Mouse	mmu_circ_0020896	circRNA	Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV) infection	brain tissues; BV2 cells	Japanese encephalitis virus (JEV) infection	downregulated	32552669
138	Mouse	mmu_circ_002581	circRNA	high concentration of free fatty acids	nonalcoholic steatohepatitis (NASH)	NCTC-1469 cells	high concentration of free fatty acids treatment	circRNA_002581 was upregulated in HFFA-induced NASH cell-like model.	32054840
139	Mouse	mmu_circ_002813	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	downregulated	30614051
140	Mouse	mmu_circ_002856	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	upregulated	30614051
141	Mouse	mmu_circ_0029726	circRNA	Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV) infection	brain tissues; BV2 cells	Japanese encephalitis virus (JEV) infection	downregulated	32552669
142	Mouse	mmu_circ_0032636	circRNA	Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV) infection	brain tissues; BV2 cells	Japanese encephalitis virus (JEV) infection	downregulated	32552669
143	Mouse	mmu_circ_003410	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	downregulated	31240833
144	Mouse	mmu_circ_003424	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
145	Mouse	mmu_circ_0037128	circRNA	high glucose (HG)	diabetic nephropathy (DN)	mesangial cells (MCs)	high glucose (HG) treatment	It was found that expression of circ_0037128 was significantly increased in mouse DN model and high glucose treated mesangial cells (MCs)	32860899
146	Mouse	mmu_circ_003780	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
147	Mouse	mmu_circ_0044226	circRNA	bleomycin (BLM)	idiopathic pulmonary fibrosis (IPF)	lung lobes	bleomycin (BLM) treatment	upregulated	31786325
148	Mouse	mmu_circ_004742	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	upregulated	30614051
149	Mouse	mmu_circ_0047814	circRNA	streptozocin (STZ)	diabetic retinopathy (DR)	retinal vessels	streptozotocin (STZ) treatment	upregulated	32343678
150	Mouse	mmu_circ_005186	circRNA	ischemia/reperfusion (I/R) 	liver damage	mouse liver tissues	ischemia/reperfusion (I/R) treatment	mmu-circ_005186 dysregulated	30670716
151	Mouse	mmu_circ_0054633	circRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	murine pulmonary microvascular endothelial cells (MPVECs)	lipopolysaccharide (LPS) treatment	Quietness of circ_0054633 alleviated LPS-induced ALI via NF-¦ÊB signaling pathway.	32950633
152	Mouse	mmu_circ_0054633	circRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	Primary murine pulmonary microvascular endothelial cells (MPVECs)	lipopolysaccharide (LPS) treatment	upregulated	32950633
153	Mouse	mmu_circ_0061052	circRNA	cigarette smoke (CS)	epithelial-mesenchymal transition (EMT)	lung tissues	Cigarette smoke (CS) exposure	upregulated	32768781
154	Mouse	mmu_circ_006636	circRNA	hypoxia	autophagy	primary mouse cardiomyocytes culture	hypoxia induce	circRNA_006636 inhibits autophagy and cell death in cardiomyocytes	30349076
155	Mouse	mmu_circ_007845	circRNA	ischemia/reperfusion (I/R) 	myocardial ischemia/reperfusion (I/R) injury (MIRI)	cardiac extracellular vesicles (EVs)	ischemia/reperfusion (I/R) treatment	dysregulated	31466885
156	Mouse	mmu_circ_007893	circRNA	calcitonin gene-related peptide (CGRP)	inflammation	RAW264.7 macrophages	calcitonin gene-related peptide (CGRP) treatment	upregulated	29039515
157	Mouse	mmu_circ_0080425	circRNA	high glucose (HG)	diabetic nephropathy (DN)	Mouse mesangial cells (MCs)	high glucose treatment	upregulated	31680239
158	Mouse	mmu_circ_0080425	circRNA	streptozocin (STZ)	diabetic nephropathy (DN)	kidney tissues	streptozotocin treatment	upregulated	31680239
159	Mouse	mmu_circ_008228	circRNA	ischemia/reperfusion (I/R) 	myocardial ischemia/reperfusion (I/R) injury (MIRI)	cardiac extracellular vesicles (EVs)	ischemia/reperfusion (I/R) treatment	dysregulated	31466885
160	Mouse	mmu_circ_008351	circRNA	ischemia/reperfusion (I/R) 	myocardial ischemia/reperfusion (I/R) injury (MIRI)	cardiac extracellular vesicles (EVs)	ischemia/reperfusion (I/R) treatment	dysregulated	31466885
161	Mouse	mmu_circ_009056	circRNA	calcitonin gene-related peptide (CGRP)	osteogenesis	MC3T3 cells	calcitonin gene-related peptide (CGRP) treatment	"The expression of mmu_circ_009056 was upregulated in the CGRP-induced cells, whereas miR-22-3p was obviously decreased."	29709471
162	Mouse	mmu_circ_009537	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	upregulated	30614051
163	Mouse	mmu_circ_009839	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	upregulated	30614051
164	Mouse	mmu_circ_010056	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
165	Mouse	mmu_circ_010231	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
166	Mouse	mmu_circ_010383	circRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse mesangial cells; mouse tubular epithelial cells	high glucose (HG) treatment	circRNA_010383 expression was markedly downregulated in tubular epithelial cells cultured in high-glucose conditions.	33203695
167	Mouse	mmu_circ_010383	circRNA	high glucose (HG)	diabetic nephropathy (DN)	kidney tissues	high glucose (HG) treatment	"We found that circRNA_010383 expression was markedly downregulated in diabetic kidneys, mesangial cells, and tubular epithelial cells cultured in high-glucose conditions."	33472945
168	Mouse	mmu_circ_010567	circRNA	angiotensin II (Ang II)	cardiac fibrosis	diabetic mice diabetic mice myocardium	angiotensin II (Ang II) treatment	upregulated	28412345
169	Mouse	mmu_circ_012091	circRNA	SiO2	silicosis	L929 cells	SiO2 treatment	downregulated	30908929
170	Mouse	mmu_circ_013120	circRNA	ischemia	brain injury after stroke	brain tissues	treat with focal cerebral ischemia	dysregulated	29156814
171	Mouse	mmu_circ_013630	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
172	Mouse	mmu_circ_013683	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	downregulated	30614051
173	Mouse	mmu_circ_014015	circRNA	glyphosate	neurodevelopmental disorder	hippocampus tissues	glyphosate treatment	upregulated	29705695
174	Mouse	mmu_circ_014193	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	upregulated	30614051
175	Mouse	mmu_circ_015947	circRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	neuronal cell injury	hippocampal HT22 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	26845359
176	Mouse	mmu_circ_016719	circRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	stroke	HT22 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31698040
177	Mouse	mmu_circ_016901	circRNA	ionizing radiation (IR)	cell damage	mouse bone mesenchymal stem cells (BMSCs)	irradiation treatment	Irradiation treatment upregulated the expression of circ-016901 and HIPK2 and downregulated miR-1249-5p expression.	33732328
178	Mouse	mmu_circ_016901	circRNA	X-rays	radiation-induced injury	bone marrow stem cells	X-ray treatment	"mmu-circRNA_016901 affects the expression of TGF-¦Â3 through miRNA1249-5p, and thus participates in the regulation of the radiation damage mechanism of bone marrow mesenchymal stem cells"	32552977
179	Mouse	mmu_circ_018127	circRNA	"IFN-¦Ã, lipopolysaccharide (LPS) and IL-4"	macrophage differentiation and polarization	bone marrow-derived macrophages (BMDMs)	"M1 macrophages induced by interferon-¦Ã and LPS , M2 macrophages induced by interleukin-4"	differentlly regulated in M1 compared to M2	28075448
180	Mouse	mmu_circ_018331	circRNA	"3,4-benzopyrene/angiotensin II"	abdominal aortic aneurysm (AAA)	abdominal aortic tissues	"3,4-benzopyrene/angiotensin II induce"	downregulated	30614051
181	Mouse	mmu_circ_018725	circRNA	alcohol	alcoholic hepatitis (AH)	Liver tissues	"The mice in the model group were fed with EtOH (5% v/v) liquid diet ad 88 libitum for 10 days, culminating with single dose binge alcohol administration (5 g/kg, body weight, 20% EtOH). All mice were killed 9 h after EtOH gavage."	circ_018725 was upregulated in the EtOH-fed mice.	31493407
182	Mouse	mmu_circ_020563	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	upregulated	31240833
183	Mouse	mmu_circ_040736	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	upregulated	31240833
184	Mouse	mmu_circ_046163	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	upregulated	31240833
185	Mouse	mmu_circ_085226	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	downregulated	31240833
186	Mouse	mmu_circ_086093	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	downregulated	31240833
187	Mouse	mmu_circ_09505	circRNA	bovine type II collagen	rheumatoid arthritis (RA)	synovial macrophages	bovine type II collagen induction	circRNA_09505 can function as a miR-6089 sponge and regulate inflammation via miR-6089/AKT1/NF-¦ÊB axis in collagen-induced arthritis (CIA) mice mice.	33028811
188	Mouse	mmu_circ_095551	circRNA	electroacupuncture (EA)	morphine addiction	nucleus accumbens (NAc)	electroacupuncture (EA) treatment	downregulated	31240833
189	Mouse	mmu_circ_10042	circRNA	bone morphogenetic protein 2 (BMP2)	osteogenesis	Murine MC3T3-E1 osteoblastic cells	bone morphogenetic protein 2 (BMP2) treatment	upregulated	28395271
190	Mouse	mmu_circ_101237	circRNA	anoxia/reoxygenation (A/R)	cardiovascular disease (CVD)	primary cardiomyocytes	anoxia/reoxygenation (A/R) treatment	upregulated	31894303
191	Mouse	mmu_circ_101237	circRNA	anoxia/reoxygenation (A/R)	myocardial infarction (MI)	Primary cardiomyocyte	anoxia/reoxygenation (A/R) treatment	circRNA_101237 was induced by A/R injury in a time-dependent manner and that circRNA_101237 knockdown protected cardiomyocytes from A/R-mediated apoptosis.	31894303
192	Mouse	mmu_circ_1045	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	upregulated	31782248
193	Mouse	mmu_circ_1202	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	upregulated	31782248
194	Mouse	mmu_circ_1350	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	downregulated	31782248
195	Mouse	mmu_circ_1387	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	upregulated	31782248
196	Mouse	mmu_circ_1528	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	upregulated	31782248
197	Mouse	mmu_circ_1639	circRNA	ethanol (EtOH)	alcoholic liver disease (ALD)	Kupffer cells from the livers and RAW 264.7 cells	ethanol treatment	upregulated	31325635
198	Mouse	mmu_circ_1806	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	downregulated	31782248
199	Mouse	mmu_circ_19142	circRNA	bone morphogenetic protein 2 (BMP2)	osteogenesis	Murine MC3T3-E1 osteoblastic cells	bone morphogenetic protein 2 (BMP2) treatment	upregulated	28395271
200	Mouse	mmu_circ_1983	circRNA	dicalcium silicate microparticle (C2S)	bone and dental tissue regenerative applications	mesenchymal stem cells (MSCs)	dicalcium silicate microparticle (C2S) treatment	"C2S-treatment upregulated the expression of circ_1983, Gas7, and Runx2 in BMSCs."	32463418
201	Mouse	mmu_circ_2443	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	upregulated	29247798
202	Mouse	mmu_circ_2483	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	downregulated	29247798
203	Mouse	mmu_circ_28128	circRNA	glyphosate	neurodevelopmental disorder	hippocampus tissues	glyphosate treatment	upregulated	29705695
204	Mouse	mmu_circ_28313	circRNA	receptor activator of nuclear factor-¦ÊB ligand (RANKL) and macrophage colony-stimulating factor (CSF1)	ovariectomized (OVX)-induced bone resorption	bone marrow monocyte/macrophage (BMM) cells	receptor activator of nuclear factor-¦ÊB ligand (RANKL) and macrophage colony-stimulating factor (CSF1) treatment	"circRNA_28313 was significantly induced by RANKL + CSF1 treatment circRNA_28313 knockdown significantly inhibited RANKL + CSF1-induced differentiation of osteoclasts within BMM cells?in vitro, while suppressed ovariectomized (OVX)-induced bone resorption in mice?in vivo"	31204558
205	Mouse	mmu_circ_294	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	downregulated	31782248
206	Mouse	mmu_circ_29837	circRNA	glyphosate	neurodevelopmental disorder	hippocampus tissues	glyphosate treatment	downregulated	29705695
207	Mouse	mmu_circ_30365	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	downregulated	29247798
208	Mouse	mmu_circ_30365	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	dysregulated	29247798
209	Mouse	mmu_circ_30981	circRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	downregulated	30118889
210	Mouse	mmu_circ_33186	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	upregulated	29247798
211	Mouse	mmu_circ_33186	circRNA	IL-1¦Â	osteoarthritis (OA)	primary cultured chondrocytes	IL-1¦Â treatment	circRNA.33186 was significantly upregulated in IL-1¦Â-treated chondrocytes and in cartilage tissues of a destabilized medial meniscus (DMM)-induced OA mouse model	30692016
212	Mouse	mmu_circ_33594	circRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	30118889
213	Mouse	mmu_circ_33594	circRNA	TGF-¦Â1	liver fibrosis	JS1 cells	TGF-¦Â1 treatment	upregulated	30118889
214	Mouse	mmu_circ_33736	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	downregulated	29247798
215	Mouse	mmu_circ_34116	circRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	downregulated	30118889
216	Mouse	mmu_circ_34116	circRNA	TGF-¦Â1	liver fibrosis	JS1 cells	TGF-¦Â1 treatment	downregulated	30118889
217	Mouse	mmu_circ_344	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	downregulated	31782248
218	Mouse	mmu_circ_35216	circRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	upregulated	30118889
219	Mouse	mmu_circ_35216	circRNA	TGF-¦Â1	liver fibrosis	JS1 cells	TGF-¦Â1 treatment	upregulated	30118889
220	Mouse	mmu_circ_3591	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	downregulated	31782248
221	Mouse	mmu_circ_36866	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	upregulated	29247798
222	Mouse	mmu_circ_36866	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	dysregulated	29247798
223	Mouse	mmu_circ_40001	circRNA	ischemia	brain injury after stroke	brain tissues	treat with focal cerebral ischemia	dysregulated	29156814
224	Mouse	mmu_circ_40806	circRNA	ischemia	brain injury after stroke	brain tissues	treat with focal cerebral ischemia	dysregulated	29156814
225	Mouse	mmu_circ_42398	circRNA	carbon tetrachloride (CCl4)	liver fibrosis	liver tissues	carbon tetrachloride (CCl4) treatment	downregulated	30118889
226	Mouse	mmu_circ_5846	circRNA	bone morphogenetic protein 2 (BMP2)	osteogenesis	Murine MC3T3-E1 osteoblastic cells	bone morphogenetic protein 2 (BMP2) treatment	upregulated	28395271
227	Mouse	mmu_circ_662	circRNA	astilbin	lung fibrosis	lung tissues	astilbin induce	dysregulated	31448882
228	Mouse	mmu_circ_7063	circRNA	IL-1¦Â	osteoarthritis (OA)	mouse articular chondrocytes (MACs)	IL-1¦Â treatment	upregulated	29247798
229	Mouse	mmu_circ_818	circRNA	deoxycorticosterone acetate-salt hypertension	hypertensive nephropathy (HN)	kidney tissues	deoxycorticosterone acetate-salt hypertension treatment	upregulated	31782248
230	Mouse	mmu_circ_949	circRNA	astilbin	lung fibrosis	lung tissues	astilbin induce	dysregulated	31448882
