ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
124	Human	circRSF	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human aortic endothelial cells (HAECs)	oxidized low-density lipoprotein (ox-LDL) treatment	CircRSF1 could protect against ox-LDL-induced endothelial cell injury in vitro via miR-758/CCND2 axis	32791147
125	Human	circRSF1	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	"In this study, ox-LDL inhibited circRSF1 and HDAC1 expression while upregulated miR-135b-5p expression in Human umbilical vein endothelial cells (HUVECs)."	33757583
126	Human	circRSF1	circRNA	radiation	radiation-induced liver disease (RILD)	LX2 cells	radiation treatment	CircRNA RSF1 (circRSF1) was upregulated in irradiated LX2 cells	31960423
127	Human	circS-7	circRNA	IL-1¦Â	osteoarthritis (OA)	Human OA chondrocytes (C28/12 cell line)	IL-1¦Â treatment	downregulated	30925324
128	Human	circS-7	circRNA	ultraviolet (UV) irradiation	pigmented skin diseases	HaCaT cells; FB cells	Ultraviolet B (UVB)? treatment	upregulated	33687273
129	Human	circSEC24A	circRNA	IL-1¦Â	osteoarthritis (OA)	human chondrocytes	IL-1¦Â treatment	"CircSEC24A and SOX5 expression were enhanced, while miR-142-5p level was reduced in OA cartilage tissues and chondrocytes."	33751650
130	Human	circSEMA4B	circRNA	IL-1¦Â	intervertebral disc degeneration (IDD)	NPC	IL-1¦Â treatment	IL-1¦Â stimulation also dramatically inhibited circSEMA4B expression.	30251693
131	Human	circSERPINE2	circRNA	IL-1¦Â	osteoarthritis (OA)	CHON-001 cells	IL-1¦Â treatment	CircSERPINE2 could mediate TGFBR2 expression by binding with miR-495.	33094798
132	Human	circSFMBT2	circRNA	platelet derived growth factor-BB (PDGF-BB)	proliferative vascular diseases	Human VSMCs	platelet derived growth factor-BB (PDGF-BB) treatment	circSFMBT2 plays a vital role in VSMC proliferation and migration through the miR-331/HDAC5/Aggf1 axis	33166591
133	Human	circSFMBT2	circRNA	platelet derived growth factor-BB (PDGF-BB)	proliferative vascular diseases	vascular smooth muscle cell (VSMC)	platelet derived growth factor-BB (PDGF-BB) treatment	upregulated	33166591
134	Human	circSLC7A6	circRNA	matrine	colorectal cancer (CRC)	cancer-associated fibroblasts	matrine treatment	circRNAs (circSLC7A6) was significantly downregulated in CM of CAFs with matrine treatment.	32423804
135	Human	circSMARCA5	circRNA	cisplatin and gemcitabine	non-small cell lung cancer (NSCLC)	NCI©\H1299 cells; NCI©\H1437 cells	cisplatin and gemcitabine treatment	Circular RNA SMARCA5 may serve as a tumor suppressor in non-small cell lung cancer.	31944395
136	Human	circSMARCA5	circRNA	double hydrogen testosterone (DHT)	prostate cancer	LNCaP cells	double hydrogen testosterone (DHT) treatment	upregulated	28765045
137	Human	circSORE	circRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	HepG2 cells; SKhep1 cells; Huh7 cells; LM3 cells	sorafenib treatment	upregulated	33222692
138	Human	circTADA2A	circRNA	platelet derived growth factor-BB (PDGF-BB) and insulin-like growth factor (IGF)-1	idiopathic pulmonary fibrosis (IPF)	human fibroblastic cell line (LL-24)	PDGF-BB and IGF-1 treatment	circTADA2A repressed lung-fibroblasts activation via miR-526b/Cav1 and reduced lung-fibroblasts proliferation via miR-203/Cav2	32694556
139	Human	circTIMP2	circRNA	TNF-¦Á and IL-1¦Â	intervertebral disc degeneration (IDD)	NP cells	TNF-¦Á and IL-1¦Â treatment	circ-TIMP2 promoted TNF-¦Á- and IL-1¦Â-induced NP cell imbalance between ECM anabolism and catabolism via miR-185-5p-MMP2 signaling	32626912
140	Human	circTM7SF3	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	THP-1-derived macrophages and differentiated human monocyte-derived macrophages (hMDMs)	oxidized low-density lipoprotein (ox-LDL) treatment	CircTM7SF3 level was markedly increased in the serum samples of AS patients and ox-LDL-induced THP-1-derived macrophages compared with their matching counterparts.	33526034
141	Human	circTMBIM6	circRNA	IL-1¦Â and TNF-¦Á	osteoarthritis (OA)	Chondrocytes	IL-1¦Â and TNF-¦Á treatment	CircTMBIM6 promotes osteoarthritis-induced chondrocyte extracellular matrix degradation via miR-27a/MMP13 axis.	32767318
142	Human	circTtc3	circRNA	hypoxia	pressure ulcer (PU)	HaCaT cells	hypoxia treatment	circ-Ttc3 alleviated hypoxic injury and activated NF-¦ÊB and PI3K/AKT pathways by downregulating miR-449a in HaCaT cells.	32043754
143	Human	circTUBD1	circRNA	irradiation and lipopolysaccharide (LPS)	radiation-induced liver disease (RILD)	LX-2 cells	irradiation and lipopolysaccharide (LPS) treatment	Circular RNA TUBD1 Acts as the miR-146a-5p Sponge to Affect the Viability and Pro-Inflammatory Cytokine Production of LX-2 Cells through the TLR4 Pathway.	32097101
144	Human	circUBE2G1	circRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	C28/I2 cells	lipopolysaccharide (LPS) treatment	circRNA-UBE2G1 facilitates the progression in the LPS-induced OA cell model via regulating the miR-373/HIF-1a axis.	32476580
145	Human	circUSP36	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein smooth muscle cells (HUVSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	Knockdown of circ_USP36 alleviated ox-LDL-mediated injury of HUVSMCs by modulating miR-182-5p/KLF5 axis	33437365
146	Human	circUSP36	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	Ox-LDL exposure induced the upregulation of circ-USP36 in HUVEC cells.	33249762
147	Human	circUSP36	circRNA	oxidized low density lipoprotein (ox-LDL)	endothelial cell injury	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	Ox-LDL exposure induced the upregulation of circ-USP36 in HUVEC cells.	33249762
148	Human	circUSP45	circRNA	glucocorticoid (GC)	glucocorticoid-induced osteonecrosis of femoral head (GIONFH)	femoral heads	glucocorticoids (GCs) treatment	upregulated	30579595
149	Human	circUSP45	circRNA	glucocorticoid (GC)	glucocorticoid-induced osteonecrosis of femoral head (GIONFH)	human Bone mesenchymal stem cells (BMSCs)	glucocorticoids (GCs) treatment	upregulated	30579595
150	Human	circVEGFC	circRNA	high glucose (HG)	diabetes mellitus (DM)	human umbilical vein endothelial cells (HUVECs)	high glucose (HG) treatment	upregulated	32680978
151	Human	circVIRF4	circRNA	Kaposi¡¯s sarcoma-associated herpesvirus (KSHV)	kaposi¡¯s sarcoma-associated herpesvirus (KSHV) infection	primary effusion lymphoma (PEL) cell lines	Kaposi¡¯s sarcoma-associated herpesvirus (KSHV) infection	upregulated	31911496
152	Human	circVMA21	circRNA	lipopolysaccharide (LPS)	sepsis	THP-1 cells	lipopolysaccharide (LPS) treatment	"CircVMA21 and NRP1 were decreased, and miR-199a-5p was increased in LPS-induced THP-1 cells."	33647793
153	Human	circVPS13C	circRNA	propofol (PPF)	ovarian cancer (OC)	ovarian cancer cell lines (A2780 and SKOV3)	Propofol treatment	Propofol suppressed the progression of ovarian cancer through up-regulating miR-145 via suppressing circVPS13C	33563314
154	Human	circVPS18	circRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	U251 cells; LN229 cells; glioma tissues	temozolomide (TMZ) treatment	Circ-VPS18 expression was upregulated in TMZ-resistant glioma tissues and glioma cells	33188501
155	Human	circWBSCR17	circRNA	high glucose (HG)	diabetic nephropathy (DN)	HK-2 cells	high glucose (HG) treatment	Circ_WBSCR17 aggravates inflammatory responses and fibrosis by targeting miR-185-5p/SOX6 regulatory axis in high glucose-induced human kidney tubular cells	32798559
156	Human	circWDR77	circRNA	high glucose (HG)	diabetes mellitus (DM)	human vascular smooth muscle cells (VSMCs)		upregulated	29042195
157	Human	circZC3H4	circRNA	SiO2	epithelial-mesenchymal transition (EMT)	MLE-12 cells	SiO2 treatment	upregulated	30826420
158	Human	circZC3H4	circRNA	silicon dioxide (SiO2)	lung fibrosis	lung tissues	silicon dioxide (SiO2) treatment	upregulated	29401612
159	Human	circZNF292	circRNA	hypoxia	hepatocellular carcinoma (HCC)	hepatoma SMMC7721 cells	hypoxia induce	upregulated	31028816
160	Human	circZNF609	circRNA	bovine serum albumin (BSA)	focal segmental glomerulosclerosis (FSGS)	HK-2 cells	bovine serum albumin (BSA) treatment	upregulated	32800553
161	Human	circZNF609	circRNA	H2O2	oxidative stress	HaCaT cells	H2O2 treatment	Anti-antioxidant impacts of circZNF609 silence in HaCaT cells through regulating miR-145	33821719
162	Human	circZNF652	circRNA	lipopolysaccharide (LPS)	infantile pneumonia (IP)	WI-38 cells	lipopolysaccharide (LPS) treatment	LPS inducement remarkably enhanced the expression of circZNF652.	31889339
163	Human	circZNF652	circRNA	lipopolysaccharide (LPS)	infantile pneumonia (IP)	WI-38 cells	lipopolysaccharide (LPS) treatment	upregulated	31889339
164	Human	hsa_circ_0000109	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
165	Human	hsa_circ_0000199	circRNA	cisplatin (DDP)	gastric cancer (GC)	"GC tissues and cells SGC7901, BGC823"	cisplatin treatment	upregulated	30927924
166	Human	hsa_circ_0000260	circRNA	cisplatin (DDP)	gastric adenocarcinoma (GAC)	HGC27; AGS	cisplatin treatment	Circ_0000260 Regulates the Development and Deterioration of Gastric Adenocarcinoma with Cisplatin Resistance by Upregulating MMP11 via Targeting MiR-129-5p.	33122949
167	Human	hsa_circ_0000285	circRNA	cisplatin (DDP)	bladder cancer	bladder cancer tissues	cisplatin treatment	hsa_circ_0000285 expression was lower in cisplatin-resistant bladder cancer patients than in those who were cisplatin-sensitive.	30509102
168	Human	hsa_circ_0000285	circRNA	cisplatin (DDP)	bladder cancer	serum	cisplatin treatment	hsa_circ_0000285 expression was lower in cisplatin-resistant bladder cancer patients than in those who were cisplatin-sensitive.	30509102
169	Human	hsa_circ_0000376	circRNA	hypoxia	non-small cell lung cancer (NSCLC)	H522; H1975; BEAS-2B	hypoxia treatment	Circ_0000376 promoted NSCLC progression by regulating the miR-1182/NOVA2 axis	32922073
170	Human	hsa_circ_000042	circRNA	curcumin (Cur)	nasopharyngeal carcinoma (NPC)	CNE-2R cells	curcumin treatment	downregulated	31793078
171	Human	hsa_circ_0000504	circRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	"human CRC cell line, HCT116"	5-fluorouracil (5-FU) treatment	upregulated	28656150
172	Human	hsa_circ_0000524	circRNA	angiotensin II (Ang II)	membranous nephropathy (MN)	podocytes	angiotensin II (Ang II) treatment	"AngII treatment induced the overexpression of circ_0000524 and CXCL16, a decrease of miR-500a-5p, and induced cell apoptosis in podocytes."	32974919
173	Human	hsa_circ_0000524	circRNA	angiotensin II (Ang II)	membranous nephropathy (MN)	AB8/13 podocytes	angiotensin II (Ang II) treatment	"AngII treatment induced the overexpression of circ_0000524 and CXCL16, a decrease of miR-500a-5p."	32974919
174	Human	hsa_circ_0000567	circRNA	gefitinib	non-small cell lung cancer (NSCLC)	HCC827 cells; PC9 cells	gefitinib treatment	upregulated	32328186
175	Human	hsa_circ_0000592	circRNA	N-methyl-N'-nitro-N-nitrosoguanidine (MNNG)	gastric cancer (GC)	malignant-transformed gastric epithelial cells (GES-1-T); normal gastric epithelial cells (GES-1-N)	N-methyl-N'-nitro-N-nitrosoguanidine (MNNG) treatment	upregulated	31189743
176	Human	hsa_circ_0000638	circRNA	neodymium oxide (Nd2O3)	inflammation	human bronchial epithelial (16HBE) cells	neodymium oxide treatment	circRNA_0000638 was downregulated in neodymium oxide-treated 16HBE cells.	32199215
177	Human	hsa_circ_0000657	circRNA	microcystin-leucine arginine (MC-LR)	hepatotoxicity	human normal liver cell line (HL7702)	MC-LR exposure	downregulated	31825292
178	Human	hsa_circ_0000659	circRNA	microcystin-leucine arginine (MC-LR)	hepatotoxicity	human normal liver cell line (HL7702)	MC-LR exposure	downregulated	31825292
179	Human	hsa_circ_0000735	circRNA	docetaxel (DTX)	prostate cancer	PC-3 cells; DU145 cells	docetaxel (DTX) treatment	Hsa_circ_0000735 was upregulated in DTX-resistant PCa tissues and cells.	32714093
180	Human	hsa_circ_0000977	circRNA	hypoxia	pancreatic cancer (PC)	NK cells	hypoxia induce	upregulated	31402756
181	Human	hsa_circ_0001013	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	upregulated	33308021
182	Human	hsa_circ_0001085	circRNA	IFN-¦Ã	epithelial-mesenchymal transition (EMT)	PC-3M IE8 cells	interferon-¦Ã (IFN-¦Ã) treatment	downregulated in PC-3M IE8 cells in the EMT induction model	31882179
183	Human	hsa_circ_0001085	circRNA	IFN-¦Ã	epithelial-mesenchymal transition (EMT)	PC-3M IE8 cells	IFN-¦Ã treatment	downregulated	31882179
184	Human	hsa_circ_0001165	circRNA	IFN-¦Ã	epithelial-mesenchymal transition (EMT)	PC-3M IE8 cells	interferon-¦Ã (IFN-¦Ã) treatment	upregulated in PC-3M IE8 cells in the EMT induction model	31882179
185	Human	hsa_circ_0001165	circRNA	IFN-¦Ã	epithelial-mesenchymal transition (EMT)	PC-3M IE8 cells	IFN-¦Ã treatment	Hsa_circ_0001165 was upregulated in PC-3M IE8 cells treatment with IFN-¦Ã.	31882179
186	Human	hsa_circ_0001173	circRNA	high glucose (HG)	gestational diabetes mellitus (GDM)	HTR-8 cellsS;Vneo cells	high-glucose (HG) treatment	"In GDM patients, the expression of circ_0008285 was significantly upregulated, while that of circ_0001173 was decreased."	33879262
187	Human	hsa_circ_0001204	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	human monocyte derived macrophages (MDMs)	infect with Mtb	dysregulated	29057952
188	Human	hsa_circ_0001313	circRNA	radiation	colorectal cancer (CRC)	colon cancer tissues	radiation treatment	circ_0001313 was significantly upregulated and miR-338-3p was downregulated in radio-resistant colon cancer tissues compared to radio-sensitive tissues	30630646
189	Human	hsa_circ_0001313	circRNA	X-rays	colorectal cancer (CRC)	SW480 and SW620 cells	6-MV X-ray exposure	Radiation treatment in colon cells triggered a remarkable upregulation of circ_0001313 and a downregulated of miR-338-3p.	30630646
190	Human	hsa_circ_000139	circRNA	XAV939	non-small cell lung cancer (NSCLC)	NCL-H1299?cells	XAV939 treatment	"Circ_MDM2_000139, Circ_ATF2_001418, Circ_CDC25C_002079, and Circ_BIRC6_001271 Are Involved in the Functions of XAV939 in Non-Small Cell Lung Cancer"	31885751
191	Human	hsa_circ_0001445	circRNA	oxidized low density lipoprotein (ox-LDL)	inflammatory injury	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	Hsa_ circ_0001445 expression was gradually decreased with the increase of OX-LDL concentration.	33300444
192	Human	hsa_circ_0001535	circRNA	microcystin-leucine arginine (MC-LR)	hepatotoxicity	human normal liver cell line (HL7702)	MC-LR exposure	upregulated	31825292
193	Human	hsa_circ_0001946	circRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	"human normal lung fibroblasts cell line MRC-5, human NSCLC cell line A549, cisplatin-resistant cell line A549/DDP"	cisplatin treatment	hsa_circ_0001946 can affect the sensitivity of NSCLC cells to the chemotherapeutic drug cisplatin via modulation of the NER signaling pathway.	31249811
194	Human	hsa_circ_0001953	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	plasma	Mycobacterium tuberculosis (Mtb) infection	upregulated	30214434
195	Human	hsa_circ_0002142	circRNA	hypoxia	glioblastoma multiforme (GBM)	"The normal human astrocyte line SVGp12 and two human glioma cell lines, U87MG and A172"	hypoxia induce	upregulated	30988674
196	Human	hsa_circ_0002317	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
197	Human	hsa_circ_0002468	circRNA	retinoic acid (RA)	human neuronal differentiation	SH-SY5Y cells	retinoic acid (RA) treatment	The expression of hsa_circ_0002468 was increased during SH-SY5Y differentiation and was inversely correlated with miR-561 expression.	30951518
198	Human	hsa_circ_0002570	circRNA	high glucose (HG)	diabetic retinopathy (DR)	human retinal microvascular endothelial cells (hRMECs)	high glucose treatment	circ_0002570 could upregulate angiomotin by targeting miR-1243 to mediate the dysfunction of hRMECs induced by high glucose.	32319024
199	Human	hsa_circ_0002594	circRNA	corticosteroid	allergic asthma (AA)	CD4+ T cells	inhaled corticosteroids (ICS) treatment	Hsa_circ_0002594 was decreased after inhaled corticosteroids (ICS) treatment.	33326955
200	Human	hsa_circ_0002755	circRNA	sevoflurane (SEV)	glioblastoma multiforme (GBM)	A-172; SHG-44	Sevoflurane (Sev) treatment	Sev mediated glioma progression via circ_0002755/miR-628-5p/MAGT1 axis	32669871
201	Human	hsa_circ_0003204	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human aorta endothelial cells (HAECs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	31900142
202	Human	hsa_circ_0003247	circRNA	microcystin-leucine arginine (MC-LR)	hepatotoxicity	human normal liver cell line (HL7702)	MC-LR exposure	upregulated	31825292
203	Human	hsa_circ_0003250	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
204	Human	hsa_circ_0003418	circRNA	cisplatin (DDP)	hepatocellular carcinoma (HCC)	"Human HCC cell lines (Hep-3B, Huh-7, Sk-hep-1, SMMC7721 and PLC)"	cisplatin treatment	suppression of circ_0003418 enhanced cisplatin resistance of HCC cells in vivo and vitro.	31807029
205	Human	hsa_circ_0003420	circRNA	lipopolysaccharide (LPS)	sepsis-induced liver injury	Kupffer cells	lipopolysaccharide (LPS) treatment	We observed circ_0003420 upregulation accompanied by NPAS4 downregulated in liver samples from patients with sepsis-associated damage and in Kupffer cells treated with LPS.	33719821
206	Human	hsa_circ_0003489	circRNA	hypoxia	osteogenesis	periodontitis tissues	hypoxia treatment	"The expression levels of circCDK8 and hypoxia-inducible factor-1¦Á were significantly increased in periodontitis tissues, and the expression of circCDK8 was further confirmed in a hypoxia model using cobalt chloride (CoCl2?)."	32978798
207	Human	hsa_circ_0003524	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	plasma	Mycobacterium tuberculosis (Mtb) infection	upregulated	30214434
208	Human	hsa_circ_0003528	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	plasma	Mycobacterium tuberculosis (Mtb) infection	upregulated	30214434
209	Human	hsa_circ_0003546	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human THP-1 macrophages	oxidized low-density lipoprotein (ox-LDL) treatment	dysregulated	31804889
210	Human	hsa_circ_0003575	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	HUVECs	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	28946214
211	Human	hsa_circ_0003645	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	32554046
212	Human	hsa_circ_0003865	circRNA	melatonin	osteoporosis	human bone marrow mesenchymal stem cell (hBMSC)	melatonin (MEL) treatment	Circ_0003865 expression in BMSCs was significantly decreased by MEL treatment.	33632317
213	Human	hsa_circ_0003928	circRNA	high glucose (HG)	diabetic nephropathy (DN)	HK-2 cells	high glucose (HG) treatment	Hsa_circ_0003928 was increased in HG-induced HK-2 cells.	32982348
214	Human	hsa_circ_0004018	circRNA	salvianolic acid B (Sal B)	liver fibrosis	hepatic stellate cells (HSCs)	salvianolic acid B treatment	Hsa_circ_0004018 were significantly upregulated over time as the HSCs were treated with 100 ug/L of Sal B	32584784
215	Human	hsa_circ_0004018	circRNA	salvianolic acid B (Sal B)	liver fibrosis	primary hepatic stellate cells (HSCs)	salvianolic acid B treatment	hsa_circ_0004018 were significantly upregulated over time as the HSCs were treated with 100 ug/L of Sal B	32584784
216	Human	hsa_circ_0004058	circRNA	H2O2	age-related cataract (ARC)	human lens epithelial B3 (HLE-B3) cells	H2O2 treatment	Our data showed that circZNF292 was downregulated in ARC tissues and H2O2-treated human lens epithelial B3 (HLE-B3) cells.	33851769
217	Human	hsa_circ_0004812	circRNA	hepatitis B virus (HBV)	chronic hepatitis B virus (HBV) infection	Huh7 cells; HepG2 cells	pHBV1.3 infection	The level of circ_0004812 was significantly increased in the pHBV1.3-infected cells.	32188476
218	Human	hsa_circ_0004872	circRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	human aortic vascular smooth muscle cells (HA-VSMCs)	platelet derived growth factor-BB (PDGF-BB)?treatment treatment	Circ_0004872 expression was elevated in PDGF-BB-induced human aortic vascular smooth muscle cells (HA-VSMCs) and carotid plaque tissues	33592319
219	Human	hsa_circ_0004916	circRNA	IFN-¦Ã	epithelial-mesenchymal transition (EMT)	PC-3M IE8 cells	interferon-¦Ã (IFN-¦Ã) treatment	downregulated in PC-3M IE8 cells in the EMT induction model	31882179
220	Human	hsa_circ_0004916	circRNA	IFN-¦Ã	epithelial-mesenchymal transition (EMT)	PC-3M IE8 cells	IFN-¦Ã treatment	downregulated	31882179
221	Human	hsa_circ_0005105	circRNA	IL-1¦Â	osteoarthritis (OA)	human Chondrocytes-articular	IL-1¦Â treatment	upregulated	28276108
222	Human	hsa_circ_0005263	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
223	Human	hsa_circ_0005694	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	downregulated	33308021
224	Human	hsa_circ_0005741	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
225	Human	hsa_circ_0005941	circRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	A549 cells	cisplatin treatment	downregulated	32767026
226	Human	hsa_circ_0005963	circRNA	oxaliplatin	colorectal cancer (CRC)	SW480 cells; HCT116 cells	oxaliplatin treatment	upregulated	31901148
227	Human	hsa_circ_0006294	circRNA	sorafenib (SOR)	hepatocellular carcinoma (HCC)	Huh-7 cells; HepG2 cells	sorafenib treatment	downregulated	32226514
228	Human	hsa_circ_0006393	circRNA	dexamethasone (DEX)	glucocorticoid-induced osteoporosis (GIOP)	Bone tissue	dexamethasone (DEX) treatment	"the expression level of hsa_circ_0006393 was decreased in patients with GIOP. Furthermore, the overexpression of hsa_circ_0006393 increased the expression level of genes associated with osteogenesis."	31322188
229	Human	hsa_circ_0006766	circRNA	ultraviolet (UV) irradiation	photoaging	human dermal fibroblasts (HDFs)	ultraviolet A (UVA)-irradiated treatment	downregulated	33093901
230	Human	hsa_circ_0006867	circRNA	gefitinib	non-small cell lung cancer (NSCLC)	HCC827 cells; PC9 cells	gefitinib treatment	downregulated	32328186
231	Human	hsa_circ_0006872	circRNA	cigarette smoke extract (CSE)	chronic obstructive pulmonary disease (COPD)	Human pulmonary microvascular endothelial cells HPMECs and bronchial epithelial cells BEAS-2B	cigarette smoke extract (CSE) treatment	upregulated	33248690
232	Human	hsa_circ_0006872	circRNA	cigarette smoke extract (CSE)	chronic obstructive pulmonary disease (COPD)	HPMECs and BEAS-2B cells	cigarette smoke extract (CSE) exposure	"Hsa_circ_0006872 facilitated CSE-triggered apoptosis, inflammation and oxidative stress in HPMECs and BEAS-2B cells by regulating miR-145-5p/NF-¦ÊB pathway."	33248690
233	Human	hsa_circ_0006892	circRNA	cigarette smoke extract (CSE)	chronic obstructive pulmonary disease (COPD)	The bronchial epithelial cells (BEAS-2B and 16HBE)	cigarette smoke extract (CSE) treatment	Circ_0006892 expression was reduced in lung tissues of smokers with COPD and CSE-stimulated bronchial epithelial cells.	33734482
234	Human	hsa_circ_0007006	circRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	"human CRC cell line, HCT116"	5-fluorouracil (5-FU) treatment	upregulated	28656150
235	Human	hsa_circ_0007031	circRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	"human CRC cell line, HCT116"	5-fluorouracil (5-FU) treatment	upregulated	28656150
236	Human	hsa_circ_0007031	circRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	HCT116 cells; Caco2 cells	5-fluorouracil (5-FU) treatment	Circ_0007031 expression was markedly increased in CRC resistant cells.	32982440
237	Human	hsa_circ_0007386	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	downregulated	33308021
238	Human	hsa_circ_0007623	circRNA	hypoxia	myocardial ischaemic injury	human umbilical vein endothelial cells (HUVECs)	hypoxia treatment	"hsa_circ_0007623 can bind to miR-297, promote cardiac repair after acute myocardial ischemia, and protect cardiac function."	31973814
239	Human	hsa_circ_0007976	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
240	Human	hsa_circ_0008285	circRNA	high glucose (HG)	gestational diabetes mellitus (GDM)	HTR-8 cellsS;Vneo cells	high-glucose (HG) treatment	"In GDM patients, the expression of circ_0008285 was significantly upregulated, while that of circ_0001173 was decreased."	33879262
241	Human	hsa_circ_0008297	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	plasma	Mycobacterium tuberculosis (Mtb) infection	upregulated	30214434
242	Human	hsa_circ_0008305	circRNA	TGF-¦Â1	non-small cell lung cancer (NSCLC)	A549 cells; H226 cells	TGF-¦Â1 treatment	circ_0008305 was significantly downregulated in NSCLC cells undergoing EMT induced by TGF-¦Â	30261900
243	Human	hsa_circ_0008360	circRNA	high glucose (HG)	diabetes-associated endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	?high glucose (HG) induce treatment	dysregulated	31369204
244	Human	hsa_circ_0008362	circRNA	5-fluorouracil (5-Fu)	osteosarcoma (OS)	MG63 cells	5-fluorouracil (5-FU) treatment	downregulated	33308021
245	Human	hsa_circ_0008450	circRNA	hypoxia	hepatocellular carcinoma (HCC)	SNU-387 cells; Huh7 cells	hypoxia treatment	Circ_0008450 was upregulated in hypoxia-disposed HCC cells.	33193848
246	Human	hsa_circ_0009024	circRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	plasma	Mycobacterium tuberculosis (Mtb) infection	upregulated	30214434
247	Human	hsa_circ_000926	circRNA	gemcitabine (GEM)	pancreatic cancer (PC)	SWl990 cells	gemcitabine (GEM) treatment	downregulated	29781033
248	Human	hsa_circ_0009910	circRNA	imatinib	chronic myeloid leukemia (CML)	K562 cells; serum	imatinib treatment	The expression of circ_0009910 was upregulated in the serum of imatinib-resistance CML patients and K562/R cells.	31923418
249	Human	hsa_circ_0010283	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human vascular smooth muscle cells (VSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	circ_0010283 mediated cell viability and migration via a miR-370-3p/HMGB1 axis in ox-LDL-induced VSMCs.	32945389
250	Human	hsa_circ_0010283	circRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human VSMCs (HVSMCs)	oxidized low-density lipoprotein (ox-LDL) treatment	circ_0010283 participated in ox-LDL-induced dysfunctions of HVSMCs by modulating the miR-133a-3p/PAPPA pathway.	33162460
